student_id,question_id,score,time_on_task
3762,10,52,124
3762,10,56,132
3762,10,41,426
9228,1,34,285
9228,1,48,240
9228,1,33,402
9228,2,50,333
9228,2,48,269
9228,2,38,147
9228,3,78,303
9228,3,63,407
9228,3,18,244
9228,4,46,482
9228,4,42,299
9228,4,32,250
9228,5,34,208
9228,5,49,233
9228,5,43,94
9228,6,41,124
9228,6,31,201
9228,6,47,83
9228,7,38,48
9228,7,59,153
9228,7,65,190
9228,7,78,204
9228,8,77,88
9228,8,42,217
9228,8,50,89
9228,8,61,53
9228,8,55,296
9228,9,65,297
9228,9,46,139
9228,9,56,152
9228,9,48,212
9228,10,92,62
9228,10,42,383
9228,10,48,283
4718,1,64,201
4718,1,54,169
4718,1,46,266
4718,1,68,156
4718,1,22,264
4718,1,60,90
4718,1,21,159
4718,1,100,351
4718,1,87,241
4718,2,79,309
4718,2,91,154
4718,2,74,154
4718,2,16,350
4718,2,97,113
4718,2,8,332
4718,2,100,164
4718,3,55,212
4718,3,31,250
4718,3,28,127
4718,3,88,376
4718,3,44,386
4718,4,15,492
4718,4,45,471
4718,4,25,294
4718,5,65,129
4718,5,17,133
4718,5,59,234
4718,5,29,140
4718,6,71,203
4718,6,51,299
4718,6,75,316
4718,6,41,376
4718,6,0,289
4718,7,99,141
4718,7,61,171
4718,7,66,152
4718,8,100,208
4718,8,32,182
4718,8,44,198
4718,8,75,349
4718,8,69,143
4718,8,100,340
4718,9,97,120
4718,9,35,203
4718,9,69,303
4718,9,62,238
4718,9,49,188
4718,10,38,155
4718,10,100,240
4718,10,20,503
4718,10,48,326
1201,1,41,343
1201,1,18,72
1201,1,47,243
1201,1,52,335
1201,1,33,363
1201,2,68,314
1201,2,48,379
1201,2,32,341
1201,3,43,219
1201,3,45,354
1201,3,25,130
1201,4,28,44
1201,4,36,401
1201,4,46,102
1201,5,60,67
1201,5,50,169
1201,5,40,311
1201,6,19,315
1201,6,45,216
1201,6,22,207
1201,6,27,215
1201,6,66,393
1201,7,39,114
1201,7,48,178
1201,7,47,111
1201,7,35,112
1201,7,60,151
1201,8,66,80
1201,8,65,258
1201,8,48,176
1201,8,50,70
1201,8,56,135
1201,9,45,142
1201,9,39,304
1201,9,51,72
1201,10,69,475
1201,10,57,68
1201,10,75,562
4268,1,72,198
4268,1,26,235
4268,1,48,114
4268,2,23,192
4268,2,84,90
4268,2,41,149
4268,2,72,326
4268,2,53,217
4268,2,100,191
4268,2,77,169
4268,2,89,162
4268,3,36,274
4268,3,62,365
4268,3,84,270
4268,3,25,335
4268,4,75,205
4268,4,43,459
4268,4,14,190
4268,4,12,126
4268,4,43,480
4268,4,37,303
4268,4,59,488
4268,4,47,418
4268,4,66,295
4268,5,61,248
4268,5,24,382
4268,5,68,357
4268,5,81,302
4268,5,49,337
4268,5,48,168
4268,6,23,338
4268,6,71,365
4268,6,60,128
4268,7,16,181
4268,7,74,176
4268,7,77,177
4268,7,100,85
4268,7,100,87
4268,7,100,185
4268,7,35,120
4268,8,26,291
4268,8,57,182
4268,8,51,328
4268,8,0,323
4268,8,5,287
4268,8,70,286
4268,8,100,354
4268,8,16,106
4268,8,86,178
4268,9,100,198
4268,9,67,364
4268,9,85,240
4268,9,50,238
4268,9,79,249
4268,9,87,341
4268,10,72,334
4268,10,20,263
4268,10,54,224
4268,10,41,134
4268,10,18,159
4268,10,17,202
4268,10,46,328
4268,10,68,224
4268,10,29,322
9841,1,90,200
9841,1,81,45
9841,1,91,18
9841,2,72,97
9841,2,88,118
9841,2,82,99
9841,3,96,195
9841,3,84,14
9841,4,82,54
9841,4,51,67
9841,5,100,26
9841,5,96,210
9841,6,66,151
9841,6,76,207
9841,7,69,95
9841,7,100,39
9841,7,100,90
9841,8,65,182
9841,8,100,87
9841,9,100,200
9841,10,80,196
9841,10,75,84
9983,1,100,240
9983,1,100,121
9983,1,100,106
9983,1,84,61
9983,1,77,86
9983,2,94,101
9983,2,67,246
9983,2,100,72
9983,2,71,242
9983,3,70,252
9983,3,53,130
9983,4,64,279
9983,4,43,250
9983,4,55,278
9983,4,59,240
9983,4,59,305
9983,4,73,328
9983,4,42,314
9983,5,78,98
9983,5,81,154
9983,5,48,130
9983,5,62,155
9983,5,70,167
9983,6,62,131
9983,6,73,97
9983,6,78,185
9983,6,76,256
9983,6,79,201
9983,6,61,81
9983,6,82,94
9983,7,100,59
9983,7,75,68
9983,7,100,46
9983,7,85,67
9983,7,100,121
9983,8,78,178
9983,8,70,109
9983,8,81,64
9983,8,82,62
9983,9,80,167
9983,9,74,78
9983,9,66,98
9983,9,83,73
9983,10,71,165
9983,10,88,300
9983,10,65,231
9983,10,80,299
4803,1,59,298
4803,1,48,63
4803,1,40,168
4803,1,38,164
4803,2,29,175
4803,2,70,163
4803,2,48,254
4803,2,53,60
4803,3,44,76
4803,3,49,73
4803,3,40,171
4803,4,50,85
4803,4,38,353
4803,4,43,358
4803,4,44,530
4803,4,47,336
4803,5,44,160
4803,5,45,407
4803,5,59,403
4803,5,51,327
4803,5,58,120
4803,6,40,372
4803,6,47,398
4803,6,22,224
4803,7,82,50
4803,7,40,70
4803,7,41,82
4803,7,39,147
4803,8,44,247
4803,8,29,211
4803,8,35,176
4803,8,38,71
4803,8,57,279
4803,9,59,231
4803,9,57,402
4803,9,61,397
4803,9,53,274
4803,10,57,413
4803,10,36,237
4803,10,57,419
7626,1,86,35
7626,1,82,188
7626,1,100,100
7626,2,81,120
7626,2,91,21
7626,3,88,41
7626,3,80,123
7626,4,60,232
7626,5,99,65
7626,5,83,44
7626,6,75,229
7626,7,100,43
7626,8,77,157
7626,9,75,55
7626,9,77,175
7626,10,100,261
7626,10,96,42
7626,10,80,132
9417,1,43,178
9417,1,72,84
9417,1,44,275
9417,1,37,316
9417,1,42,286
9417,2,29,318
9417,2,41,107
9417,2,43,211
9417,3,40,173
9417,3,40,277
9417,3,37,415
9417,3,43,265
9417,3,32,263
9417,4,45,432
9417,4,32,429
9417,4,28,55
9417,4,37,244
9417,4,38,318
9417,4,48,119
9417,5,72,140
9417,5,39,200
9417,5,52,323
9417,5,30,199
9417,5,40,55
9417,6,45,467
9417,6,30,280
9417,6,29,132
9417,7,80,214
9417,7,55,149
9417,7,47,159
9417,7,42,201
9417,8,73,299
9417,8,26,315
9417,8,45,378
9417,8,54,121
9417,9,58,89
9417,9,49,124
9417,9,27,411
9417,9,36,290
9417,10,37,74
9417,10,60,157
9417,10,36,133
9417,10,48,245
9417,10,63,595
6633,1,75,198
6633,1,100,126
6633,1,92,180
6633,1,68,140
6633,1,86,102
6633,1,77,229
6633,2,93,75
6633,2,65,230
6633,2,100,148
6633,2,74,128
6633,2,75,239
6633,3,77,168
6633,3,86,240
6633,4,58,182
6633,4,56,153
6633,4,80,203
6633,4,44,256
6633,4,72,153
6633,4,59,328
6633,5,76,223
6633,5,85,172
6633,6,42,266
6633,6,46,252
6633,6,63,219
6633,6,66,240
6633,6,64,163
6633,7,96,50
6633,7,100,110
6633,8,89,205
6633,8,48,79
6633,8,73,111
6633,9,88,235
6633,9,54,103
6633,9,61,155
6633,10,75,331
6633,10,82,105
6633,10,79,285
6633,10,65,205
6788,1,80,192
6788,1,42,219
6788,1,78,205
6788,1,84,95
6788,1,96,232
6788,1,37,283
6788,1,71,331
6788,2,61,201
6788,2,82,245
6788,2,100,324
6788,2,51,150
6788,3,53,226
6788,3,96,310
6788,3,30,363
6788,4,31,492
6788,4,29,301
6788,4,52,493
6788,4,18,427
6788,4,59,149
6788,4,13,200
6788,5,32,233
6788,5,9,243
6788,5,50,196
6788,5,47,386
6788,6,89,368
6788,6,20,120
6788,6,79,120
6788,6,29,171
6788,6,86,234
6788,6,78,155
6788,6,40,104
6788,6,82,136
6788,6,36,311
6788,7,43,171
6788,7,78,54
6788,7,81,124
6788,8,42,217
6788,8,51,213
6788,8,78,84
6788,8,82,150
6788,8,47,256
6788,8,84,246
6788,8,3,106
6788,8,22,254
6788,9,50,364
6788,9,43,274
6788,9,22,98
6788,9,46,371
6788,9,32,288
6788,9,56,134
6788,9,18,95
6788,10,71,521
6788,10,72,144
6788,10,81,268
6788,10,57,289
6788,10,74,469
6788,10,74,157
6788,10,100,458
6788,10,64,257
6788,10,73,214
8522,1,33,342
8522,1,75,31
8522,1,30,277
8522,1,31,374
8522,2,41,146
8522,2,89,342
8522,2,32,247
8522,3,35,41
8522,3,54,205
8522,3,45,320
8522,3,47,74
8522,4,23,75
8522,4,33,497
8522,4,39,321
8522,5,41,383
8522,5,35,240
8522,5,54,46
8522,5,52,236
8522,5,48,289
8522,6,55,273
8522,6,34,125
8522,6,27,271
8522,7,66,124
8522,7,64,160
8522,7,55,115
8522,8,73,149
8522,8,75,197
8522,8,71,345
8522,9,87,276
8522,9,68,355
8522,9,50,185
8522,9,50,404
8522,10,39,408
8522,10,37,96
8522,10,66,173
8522,10,28,177
8522,10,65,403
5411,1,46,88
5411,1,39,144
5411,1,82,257
5411,2,0,284
5411,2,59,138
5411,2,29,128
5411,2,95,105
5411,3,57,113
5411,3,51,296
5411,3,2,280
5411,3,52,319
5411,4,40,448
5411,4,19,248
5411,4,59,257
5411,4,63,193
5411,4,58,350
5411,4,43,306
5411,5,98,142
5411,5,89,89
5411,5,64,93
5411,5,16,198
5411,6,73,339
5411,6,64,223
5411,6,48,154
5411,6,49,407
5411,6,100,226
5411,6,60,304
5411,6,100,158
5411,6,74,275
5411,6,90,107
5411,7,100,178
5411,7,55,175
5411,7,42,79
5411,7,100,55
5411,7,87,69
5411,7,52,108
5411,7,90,103
5411,8,42,292
5411,8,55,128
5411,8,33,327
5411,8,45,346
5411,8,93,345
5411,8,54,219
5411,8,56,259
5411,9,54,143
5411,9,100,388
5411,9,1,175
5411,9,92,193
5411,9,72,161
5411,9,80,300
5411,10,43,548
5411,10,57,403
5411,10,81,490
5411,10,25,495
5411,10,77,461
5411,10,60,228
5411,10,79,445
5411,10,69,476
9978,1,84,320
9978,1,49,300
9978,1,43,205
9978,1,65,265
9978,1,60,298
9978,1,29,93
9978,2,22,232
9978,2,26,200
9978,2,45,233
9978,2,60,294
9978,3,49,256
9978,3,54,285
9978,3,42,124
9978,3,54,158
9978,3,79,218
9978,3,41,267
9978,4,23,280
9978,4,52,437
9978,4,34,311
9978,4,40,351
9978,4,70,311
9978,5,84,314
9978,5,100,280
9978,5,86,120
9978,5,65,279
9978,5,0,292
9978,5,91,177
9978,6,38,396
9978,6,100,193
9978,6,31,149
9978,6,52,363
9978,6,100,305
9978,6,32,266
9978,6,13,397
9978,6,65,117
9978,6,80,166
9978,7,100,154
9978,7,24,163
9978,7,51,124
9978,7,42,86
9978,7,100,51
9978,8,89,176
9978,8,37,335
9978,8,43,196
9978,8,57,96
9978,8,42,334
9978,8,58,123
9978,9,28,286
9978,9,61,286
9978,9,51,312
9978,9,36,358
9978,9,100,177
9978,10,17,514
9978,10,64,307
9978,10,42,254
9978,10,70,439
9978,10,89,236
9978,10,34,319
9978,10,72,535
1093,1,46,266
1093,1,54,260
1093,1,24,117
1093,1,37,176
1093,1,19,120
1093,1,37,217
1093,1,65,202
1093,1,17,189
1093,1,48,349
1093,2,90,170
1093,2,53,122
1093,2,70,101
1093,2,20,344
1093,2,62,141
1093,2,43,253
1093,3,18,122
1093,3,0,296
1093,3,43,401
1093,3,42,129
1093,3,39,352
1093,3,49,214
1093,3,41,129
1093,4,77,313
1093,4,46,341
1093,4,46,435
1093,4,63,448
1093,4,11,406
1093,4,36,208
1093,4,42,412
1093,4,50,323
1093,4,33,176
1093,4,91,116
1093,4,69,250
1093,5,62,373
1093,5,12,226
1093,5,66,315
1093,6,23,158
1093,6,61,324
1093,6,90,285
1093,6,57,202
1093,6,0,246
1093,6,77,331
1093,7,1,125
1093,7,74,163
1093,7,36,129
1093,7,100,190
1093,7,100,71
1093,7,79,48
1093,7,68,95
1093,8,74,101
1093,8,47,260
1093,8,54,185
1093,8,46,222
1093,8,88,122
1093,8,70,119
1093,8,58,334
1093,8,25,338
1093,9,100,327
1093,9,87,289
1093,9,80,348
1093,9,42,223
1093,10,24,343
1093,10,63,425
1093,10,23,214
1093,10,32,286
7286,1,32,123
7286,1,75,122
7286,1,100,325
7286,2,58,93
7286,2,65,216
7286,2,59,181
7286,2,11,179
7286,3,42,257
7286,3,95,386
7286,3,62,163
7286,3,56,266
7286,3,8,170
7286,3,64,348
7286,3,39,114
7286,4,32,213
7286,4,45,229
7286,4,28,461
7286,4,58,462
7286,4,61,357
7286,5,43,380
7286,5,56,236
7286,5,24,235
7286,5,52,128
7286,5,44,216
7286,5,87,145
7286,6,24,312
7286,6,55,154
7286,6,23,282
7286,6,29,220
7286,6,89,329
7286,6,63,102
7286,6,18,298
7286,7,96,103
7286,7,27,95
7286,7,100,196
7286,7,85,55
7286,7,80,128
7286,8,38,124
7286,8,78,96
7286,8,47,211
7286,8,55,316
7286,8,70,249
7286,9,63,302
7286,9,84,336
7286,9,56,93
7286,9,75,380
7286,9,100,357
7286,9,33,334
7286,9,39,319
7286,9,41,161
7286,10,78,170
7286,10,30,247
7286,10,48,224
7286,10,48,171
9396,1,20,71
9396,1,36,204
9396,1,48,135
9396,1,52,324
9396,2,63,236
9396,2,55,160
9396,2,38,144
9396,2,39,128
9396,2,58,222
9396,3,33,132
9396,3,55,36
9396,3,49,442
9396,3,40,83
9396,3,34,220
9396,4,44,65
9396,4,43,408
9396,4,21,386
9396,4,17,204
9396,4,49,455
9396,5,57,405
9396,5,44,389
9396,5,51,54
9396,5,28,378
9396,6,43,297
9396,6,63,389
9396,6,50,106
9396,7,89,135
9396,7,31,41
9396,7,56,229
9396,7,73,181
9396,8,53,203
9396,8,55,356
9396,8,60,91
9396,8,51,386
9396,8,59,215
9396,9,51,338
9396,9,50,46
9396,9,35,320
9396,10,14,380
9396,10,54,361
9396,10,37,186
9396,10,40,572
3117,1,41,320
3117,1,26,207
3117,1,16,236
3117,1,67,231
3117,1,49,221
3117,1,88,235
3117,1,61,129
3117,2,46,220
3117,2,72,353
3117,2,88,185
3117,2,54,152
3117,3,41,334
3117,3,23,115
3117,3,70,176
3117,3,61,187
3117,3,47,339
3117,3,57,187
3117,3,13,387
3117,3,32,318
3117,4,35,177
3117,4,55,149
3117,4,72,340
3117,4,82,494
3117,4,96,325
3117,4,62,133
3117,4,36,338
3117,4,69,245
3117,4,28,139
3117,4,50,346
3117,4,14,342
3117,5,51,132
3117,5,60,304
3117,5,56,278
3117,5,37,377
3117,6,41,393
3117,6,42,157
3117,6,50,392
3117,6,52,241
3117,6,8,386
3117,6,68,152
3117,6,16,94
3117,6,39,158
3117,7,100,58
3117,7,100,170
3117,7,26,188
3117,8,98,333
3117,8,58,126
3117,8,13,306
3117,8,64,90
3117,9,64,360
3117,9,77,122
3117,9,64,201
3117,10,69,475
3117,10,25,183
3117,10,24,288
3117,10,46,398
3117,10,74,443
3117,10,24,335
3117,10,56,127
3117,10,69,226
3117,10,100,298
9498,1,95,76
9498,2,90,55
9498,2,100,107
9498,3,74,94
9498,3,69,200
9498,4,65,178
9498,4,33,173
9498,5,88,156
9498,6,84,54
9498,6,83,121
9498,7,98,40
9498,7,100,91
9498,8,100,82
9498,8,91,80
9498,9,87,176
9498,10,81,55
9498,10,100,209
4366,1,100,17
4366,1,100,34
4366,2,72,72
4366,3,90,180
4366,4,63,68
4366,4,50,115
4366,5,88,176
4366,5,62,49
4366,6,70,140
4366,7,49,110
4366,7,100,19
4366,7,100,88
4366,8,87,138
4366,8,62,109
4366,9,81,23
4366,10,83,196
7981,1,49,272
7981,1,8,261
7981,1,71,60
7981,1,44,158
7981,2,36,118
7981,2,56,47
7981,2,51,75
7981,2,43,406
7981,3,28,362
7981,3,43,363
7981,3,38,422
7981,3,60,310
7981,3,33,395
7981,4,47,339
7981,4,50,152
7981,4,54,505
7981,5,64,405
7981,5,40,96
7981,5,58,430
7981,5,48,291
7981,5,34,81
7981,6,42,191
7981,6,51,44
7981,6,21,297
7981,6,49,244
7981,7,26,183
7981,7,71,71
7981,7,89,211
7981,7,70,54
7981,8,55,207
7981,8,45,313
7981,8,34,150
7981,8,42,393
7981,8,60,129
7981,9,43,442
7981,9,54,382
7981,9,46,86
7981,9,45,416
7981,9,59,57
7981,10,96,133
7981,10,74,339
7981,10,36,456
1919,1,76,197
1919,1,66,126
1919,2,94,70
1919,2,72,222
1919,2,98,182
1919,2,81,160
1919,2,77,147
1919,3,63,264
1919,3,72,213
1919,3,69,128
1919,3,67,165
1919,3,63,144
1919,3,89,107
1919,4,55,86
1919,4,78,187
1919,4,39,232
1919,4,61,143
1919,4,62,125
1919,4,49,117
1919,4,63,220
1919,5,62,248
1919,5,67,164
1919,5,91,87
1919,5,49,239
1919,5,72,174
1919,5,51,102
1919,5,95,249
1919,6,53,275
1919,6,64,89
1919,7,100,47
1919,7,88,68
1919,7,92,81
1919,7,100,112
1919,7,100,65
1919,7,100,65
1919,8,71,141
1919,8,83,205
1919,8,77,159
1919,8,100,169
1919,8,67,117
1919,8,62,110
1919,9,97,232
1919,9,65,264
1919,10,56,256
1919,10,71,207
8882,1,63,216
8882,1,100,119
8882,1,91,108
8882,1,90,82
8882,1,79,113
8882,1,74,100
8882,1,91,131
8882,2,96,75
8882,2,79,186
8882,2,60,108
8882,2,63,188
8882,2,85,204
8882,2,83,124
8882,3,51,151
8882,3,76,98
8882,3,76,276
8882,3,54,139
8882,4,57,285
8882,4,52,216
8882,4,58,206
8882,4,46,94
8882,4,66,136
8882,4,60,231
8882,5,58,220
8882,5,69,189
8882,5,68,218
8882,5,71,93
8882,5,74,236
8882,5,61,265
8882,5,46,70
8882,6,62,248
8882,6,70,279
8882,6,47,71
8882,6,61,179
8882,6,78,164
8882,6,60,276
8882,6,67,109
8882,7,100,135
8882,7,92,111
8882,7,93,100
8882,7,96,57
8882,7,88,56
8882,7,94,75
8882,7,94,116
8882,8,82,142
8882,8,79,111
8882,8,87,116
8882,8,75,77
8882,8,64,175
8882,8,81,161
8882,8,100,158
8882,9,77,180
8882,9,86,175
8882,9,70,115
8882,9,56,166
8882,9,70,156
8882,10,81,142
8882,10,63,292
8882,10,91,278
8882,10,77,243
8882,10,84,316
8882,10,60,260
6975,1,98,200
6975,2,85,123
6975,2,89,194
6975,3,69,86
6975,4,62,230
6975,4,83,80
6975,4,61,55
6975,5,77,105
6975,5,64,111
6975,5,100,65
6975,6,61,198
6975,6,69,132
6975,6,80,136
6975,7,100,19
6975,7,99,48
6975,7,86,18
6975,8,100,83
6975,8,98,16
6975,9,98,83
6975,9,77,93
6975,9,86,153
6975,10,80,239
6975,10,96,209
4274,1,91,130
4274,1,83,63
4274,1,59,183
4274,1,79,158
4274,1,66,73
4274,2,71,100
4274,2,74,217
4274,2,64,189
4274,2,70,236
4274,2,77,194
4274,3,70,156
4274,3,45,156
4274,3,57,76
4274,4,53,91
4274,4,46,96
4274,4,37,276
4274,4,52,119
4274,4,48,238
4274,5,89,104
4274,5,67,141
4274,5,72,123
4274,5,61,252
4274,5,72,257
4274,5,81,176
4274,5,55,149
4274,6,58,169
4274,6,54,104
4274,6,49,78
4274,7,100,96
4274,7,73,38
4274,7,100,89
4274,7,100,65
4274,8,94,77
4274,8,92,91
4274,8,75,177
4274,8,75,185
4274,8,78,170
4274,9,77,192
4274,9,79,119
4274,9,61,156
4274,9,87,71
4274,9,75,73
4274,9,79,221
4274,9,70,76
4274,10,80,192
4274,10,65,164
4274,10,88,362
9269,1,94,123
9269,1,100,201
9269,2,67,14
9269,2,98,123
9269,3,66,64
9269,3,57,129
9269,4,77,223
9269,4,60,42
9269,4,80,164
9269,5,64,213
9269,6,90,145
9269,7,89,114
9269,7,97,112
9269,7,100,51
9269,8,100,181
9269,8,100,179
9269,9,54,151
9269,9,81,39
9269,9,81,183
9269,10,95,186
7773,1,95,318
7773,1,100,124
7773,1,34,241
7773,1,6,153
7773,1,15,271
7773,1,78,152
7773,1,57,276
7773,1,99,219
7773,1,12,147
7773,2,0,252
7773,2,63,143
7773,2,9,297
7773,2,56,127
7773,2,66,311
7773,2,100,98
7773,2,100,181
7773,2,31,323
7773,2,29,254
7773,3,37,327
7773,3,50,228
7773,3,45,250
7773,3,62,370
7773,3,56,110
7773,4,50,260
7773,4,60,371
7773,4,38,452
7773,4,32,366
7773,4,69,234
7773,4,49,221
7773,4,40,252
7773,4,33,440
7773,4,50,401
7773,5,39,335
7773,5,35,316
7773,5,44,217
7773,5,67,161
7773,5,58,382
7773,6,0,124
7773,6,38,381
7773,6,21,171
7773,6,60,115
7773,6,51,395
7773,7,21,151
7773,7,30,154
7773,7,55,53
7773,7,73,136
7773,7,100,191
7773,7,100,128
7773,7,63,107
7773,8,100,343
7773,8,60,309
7773,8,42,239
7773,9,23,121
7773,9,52,200
7773,9,68,242
7773,9,54,209
7773,9,70,220
7773,9,70,270
7773,10,83,516
7773,10,34,426
7773,10,43,469
7773,10,29,285
7773,10,59,190
7773,10,58,177
7773,10,75,183
8945,1,27,48
8945,1,20,255
8945,1,67,32
8945,2,43,113
8945,2,58,340
8945,2,51,273
8945,2,32,295
8945,2,59,265
8945,3,23,100
8945,3,42,182
8945,3,53,304
8945,3,46,82
8945,4,19,368
8945,4,36,222
8945,4,31,266
8945,4,37,424
8945,4,46,130
8945,4,30,307
8945,5,42,128
8945,5,3,361
8945,5,51,60
8945,5,33,415
8945,6,33,96
8945,6,22,143
8945,6,30,139
8945,6,38,409
8945,6,40,192
8945,7,78,21
8945,7,18,128
8945,7,58,114
8945,7,50,203
8945,7,35,55
8945,8,47,355
8945,8,45,337
8945,8,59,221
8945,9,50,131
8945,9,51,186
8945,9,33,388
8945,10,70,435
8945,10,28,299
8945,10,55,362
8945,10,23,204
8945,10,20,485
6845,1,100,120
6845,1,95,161
6845,2,88,85
6845,2,83,120
6845,2,100,114
6845,2,68,214
6845,2,83,66
6845,2,75,181
6845,2,86,107
6845,3,82,171
6845,3,82,113
6845,3,73,91
6845,3,72,163
6845,4,55,290
6845,4,63,189
6845,4,34,224
6845,4,66,137
6845,4,56,285
6845,4,49,113
6845,4,66,249
6845,4,63,281
6845,4,62,300
6845,5,74,193
6845,5,88,187
6845,5,69,241
6845,6,77,84
6845,6,61,251
6845,7,100,75
6845,7,100,119
6845,7,100,88
6845,7,100,63
6845,7,100,94
6845,7,100,115
6845,7,86,93
6845,8,72,68
6845,8,63,154
6845,8,85,135
6845,8,74,178
6845,8,75,114
6845,9,77,212
6845,9,76,158
6845,9,60,160
6845,10,76,312
6845,10,92,250
7789,1,96,150
7789,1,77,57
7789,2,96,155
7789,2,68,179
7789,2,75,64
7789,3,87,164
7789,3,89,206
7789,4,66,276
7789,4,72,192
7789,5,64,100
7789,5,80,100
7789,6,96,61
7789,6,65,51
7789,7,100,55
7789,7,100,107
7789,7,100,12
7789,8,94,87
7789,9,89,170
7789,9,76,51
7789,10,98,163
7789,10,100,216
7789,10,85,217
6670,1,44,128
6670,1,43,345
6670,1,66,62
6670,1,52,177
6670,2,41,329
6670,2,71,111
6670,2,60,162
6670,3,60,111
6670,3,22,407
6670,3,23,280
6670,4,40,484
6670,4,36,385
6670,4,30,50
6670,5,57,97
6670,5,32,379
6670,5,48,88
6670,5,26,168
6670,6,44,88
6670,6,8,321
6670,6,55,123
6670,7,41,168
6670,7,53,25
6670,7,49,196
6670,7,75,58
6670,7,48,88
6670,8,48,102
6670,8,48,391
6670,8,62,367
6670,8,78,72
6670,8,60,250
6670,9,51,144
6670,9,41,34
6670,9,50,295
6670,9,39,327
6670,9,57,393
6670,10,32,270
6670,10,55,272
6670,10,38,84
6670,10,37,243
1025,1,8,133
1025,1,42,208
1025,1,46,290
1025,1,60,274
1025,1,38,233
1025,1,62,150
1025,2,60,322
1025,2,82,308
1025,2,100,289
1025,2,60,165
1025,2,39,181
1025,3,61,135
1025,3,77,365
1025,3,44,283
1025,3,71,162
1025,3,83,371
1025,3,72,127
1025,3,25,347
1025,3,50,162
1025,4,19,320
1025,4,0,464
1025,4,21,357
1025,4,41,205
1025,4,43,370
1025,4,22,423
1025,4,49,369
1025,4,28,418
1025,4,28,134
1025,4,2,406
1025,4,53,478
1025,5,78,280
1025,5,84,386
1025,5,100,378
1025,5,45,353
1025,5,54,270
1025,5,69,162
1025,5,1,311
1025,5,98,346
1025,5,3,116
1025,6,64,151
1025,6,40,153
1025,6,62,352
1025,6,68,298
1025,6,38,107
1025,6,33,288
1025,6,40,288
1025,6,53,293
1025,7,72,153
1025,7,46,124
1025,7,93,145
1025,8,65,323
1025,8,22,225
1025,8,99,336
1025,8,49,263
1025,8,76,306
1025,8,100,199
1025,8,54,90
1025,9,73,243
1025,9,68,204
1025,9,24,195
1025,9,7,363
1025,9,42,191
1025,9,48,220
1025,9,58,230
1025,9,52,306
1025,9,64,137
1025,10,80,414
1025,10,100,350
1025,10,59,236
9822,1,62,168
9822,1,100,127
9822,2,88,45
9822,2,100,111
9822,3,91,200
9822,3,82,103
9822,3,95,179
9822,4,72,256
9822,4,72,14
9822,4,57,26
9822,5,89,94
9822,5,77,210
9822,5,86,122
9822,6,68,211
9822,7,100,82
9822,8,75,75
9822,8,79,30
9822,9,85,199
9822,9,84,18
9822,10,94,76
9849,1,17,199
9849,1,46,258
9849,1,100,351
9849,1,60,285
9849,1,58,296
9849,2,100,240
9849,2,13,265
9849,2,37,274
9849,2,65,241
9849,2,69,203
9849,2,84,303
9849,2,85,349
9849,3,27,96
9849,3,77,144
9849,3,24,185
9849,4,58,292
9849,4,28,399
9849,4,39,371
9849,4,48,425
9849,4,59,335
9849,4,33,188
9849,4,68,493
9849,4,23,387
9849,4,9,446
9849,4,15,236
9849,5,48,124
9849,5,48,124
9849,5,57,104
9849,5,67,255
9849,5,87,195
9849,5,75,357
9849,5,53,120
9849,5,42,357
9849,6,24,277
9849,6,67,323
9849,6,55,133
9849,7,100,118
9849,7,78,66
9849,7,95,130
9849,7,100,64
9849,7,71,140
9849,8,0,104
9849,8,52,199
9849,8,68,221
9849,8,70,105
9849,8,62,179
9849,8,26,342
9849,8,19,128
9849,8,89,240
9849,9,63,304
9849,9,60,300
9849,9,91,271
9849,9,54,364
9849,9,31,213
9849,9,57,176
9849,10,54,325
9849,10,94,215
9849,10,89,460
9849,10,68,208
9849,10,100,152
9849,10,52,244
6425,1,86,50
6425,2,98,69
6425,2,80,26
6425,2,86,171
6425,3,87,31
6425,3,77,49
6425,3,66,102
6425,4,64,220
6425,5,73,82
6425,5,100,150
6425,6,72,63
6425,6,71,104
6425,6,84,178
6425,7,100,91
6425,8,100,150
6425,8,88,43
6425,8,86,66
6425,9,65,58
6425,10,100,24
6425,10,97,192
6425,10,82,171
8506,1,86,137
8506,1,97,174
8506,1,44,235
8506,1,72,133
8506,1,88,101
8506,1,85,183
8506,1,66,150
8506,2,97,243
8506,2,70,165
8506,2,79,113
8506,2,59,155
8506,2,90,115
8506,2,84,116
8506,2,98,159
8506,3,60,131
8506,3,75,90
8506,4,53,115
8506,4,45,215
8506,4,59,156
8506,4,56,268
8506,4,76,100
8506,5,69,134
8506,5,64,136
8506,5,83,220
8506,5,79,261
8506,6,57,126
8506,6,79,230
8506,6,62,119
8506,6,56,151
8506,6,79,104
8506,7,100,78
8506,7,77,80
8506,7,100,82
8506,7,87,88
8506,7,100,43
8506,7,86,88
8506,8,78,95
8506,8,90,224
8506,8,55,85
8506,8,59,176
8506,8,79,145
8506,9,74,137
8506,9,88,226
8506,9,46,260
8506,9,80,237
8506,10,89,166
8506,10,99,369
1458,1,25,204
1458,1,36,258
1458,1,41,294
1458,1,51,273
1458,1,48,272
1458,1,81,84
1458,2,38,276
1458,2,88,125
1458,2,48,146
1458,2,99,248
1458,2,100,329
1458,2,89,308
1458,3,37,336
1458,3,68,169
1458,3,38,319
